Cantico,Canto,Terzetto,Original,Translation
Paradiso,12,67,"e perché fosse qual era in costrutto, quinci si mosse spirito a nomarlo del possessivo di cui era tutto.","E, affinché fosse nel nome qual era [nella realtà], da qui si mosse una ispirazione [ai genitori], per chiamarlo con il possessivo [di Dominus], al quale apparteneva interamente."
Paradiso,12,70,Domenico fu detto; e io ne parlo sì come de l’agricola che Cristo elesse a l’orto suo per aiutarlo.,"Domenico fu chiamato. Ed io ne parlo come dell’agricoltore, che Cristo scelse nel suo orto , per farlo prosperare."
Paradiso,12,73,"Ben parve messo e famigliar di Cristo: che ‘l primo amor che ‘n lui fu manifesto, fu al primo consiglio che diè Cristo.","Apparve sùbito inviato e discepolo di Cristo, perché il primo amore, che in lui si manifestò, fu verso il primo consiglio dato da Cristo ."
Paradiso,12,76,"Spesse fiate fu tacito e desto trovato in terra da la sua nutrice, come dicesse: ‘Io son venuto a questo’.","Spesse volte, tacito e desto, fu trovato in terra dalla sua nutrice, come se dicesse: “Io son venuto per questo !”."
Paradiso,12,79,"Oh padre suo veramente Felice! oh madre sua veramente Giovanna, se, interpretata, val come si dice!","Oh, suo padre veramente Felice! Oh, sua madre veramente Giovanna, se il nome, [rettamente] interpretato, vale quello che dice!"
Paradiso,12,82,"Non per lo mondo, per cui mo s’affanna di retro ad Ostiense e a Taddeo, ma per amor de la verace manna","Non per il mondo, a causa del quale ora ci si affanna dietro all’Ostiense e dietro a Taddeo d’Alderotto , ma per l’amore della vera sapienza"
Paradiso,12,85,"in picciol tempo gran dottor si feo; tal che si mise a circuir la vigna che tosto imbianca, se ‘l vignaio è reo.","in breve tempo diventò grande dottore, tanto che si mise a curare e a difendere la vigna , che sùbito imbianca , se il vignaiolo è negligente."
Paradiso,12,88,"E a la sedia che fu già benigna più a’ poveri giusti, non per lei, ma per colui che siede, che traligna,","E alla sede [pontificia], che un tempo fu più benigna [di ora] verso i poveri giusti, non per colpa di lei, ma per colpa di colui che ci siede sopra, che ora traligna,"
Paradiso,12,91,"non dispensare o due o tre per sei, non la fortuna di prima vacante, non decimas, quae sunt pauperum Dei,","domandò non di dare [ai poveri] il due o il tre per sei , non di avere le rendite del primo [beneficio] vacante, né “le decime che sono dei poveri di Dio”;"
Paradiso,12,94,"addimandò, ma contro al mondo errante licenza di combatter per lo seme del qual ti fascian ventiquattro piante.","ma domandò contro il mondo errante la licenza di combattere per quella fede, con la quale ti fasciano queste ventiquattro piante ."
Paradiso,12,97,"Poi, con dottrina e con volere insieme, con l’officio appostolico si mosse quasi torrente ch’alta vena preme;","Poi con la dottrina e con la volontà insieme, si mosse con il mandato apostolico , quasi un torrente che la sorgente posta in alto spinge [con irruenza a valle]."
Paradiso,12,100,"e ne li sterpi eretici percosse l’impeto suo, più vivamente quivi dove le resistenze eran più grosse.","Ed il suo impeto colpì nella sterpaglia eretica, più vivamente qui [in Provenza], dove le resistenze erano più grosse."
Paradiso,12,103,"Di lui si fecer poi diversi rivi onde l’orto catolico si riga, sì che i suoi arbuscelli stan più vivi.","Da lui sorsero poi diversi ruscelli, dai quali viene irrigato l’orto cattolico, così che i suoi arboscelli si mantengano più vivi [nella fede]."
Paradiso,12,106,"Se tal fu l’una rota de la biga in che la Santa Chiesa si difese e vinse in campo la sua civil briga,","Se fu tale una ruota della biga, sulla quale la santa Chiesa si difese e vinse in campo la sua guerra civile,"
Paradiso,12,109,"ben ti dovrebbe assai esser palese l’eccellenza de l’altra, di cui Tomma dinanzi al mio venir fu sì cortese.","ti dovrebbe essere ben assai palese l’eccellenza dell’altra , della quale Tommaso d’Aquino fece cortesemente l’elogio, prima del mio arrivo."
Paradiso,12,112,"Ma l’orbita che fé la parte somma di sua circunferenza, è derelitta, sì ch’è la muffa dov’era la gromma.","Ma il solco, che la parte esterna della ruota ha scavato, è completamente abbandonato, così che [ora] c’è la muffa dove [prima] c’era la gromma [del buon vino]."
Paradiso,12,115,"La sua famiglia, che si mosse dritta coi piedi a le sue orme, è tanto volta, che quel dinanzi a quel di retro gitta;","La sua famiglia, che si mosse dritta con i piedi sulle sue orme, è tanto cambiata, che getta il piede davanti verso il piede dietro ."
Paradiso,12,118,"e tosto si vedrà de la ricolta de la mala coltura, quando il loglio si lagnerà che l’arca li sia tolta.","E presto si vedrà dal raccolto la cattiva coltivazione, quando il loglio si lagnerà di essere tolto dal granaio ."
Paradiso,12,121,"Ben dico, chi cercasse a foglio a foglio nostro volume, ancor troveria carta u’ leggerebbe “I’ mi son quel ch’i’ soglio”;","Dico bene che chi esaminasse a foglio a foglio il nostro volume troverebbe ancora pagine, dove leggerebbe: “Io sono quel che solevo essere”;"
Paradiso,12,124,"ma non fia da Casal né d’Acquasparta, là onde vegnon tali a la scrittura, ch’uno la fugge e altro la coarta.","ma non sarà né da Casale né d’Acquasparta , da dove vengono tali interpreti della regola francescana, che uno la fugge, l’altro la fa più rigida."
Paradiso,12,127,"Io son la vita di Bonaventura da Bagnoregio, che ne’ grandi offici sempre pospuosi la sinistra cura.","Io sono l’anima di Bonaventura da Bagnoregio, che nei grandi uffici [ricoperti] posposi sempre le preoccupazioni temporali [a quelle spirituali]."
Paradiso,12,130,"Illuminato e Augustin son quici, che fuor de’ primi scalzi poverelli che nel capestro a Dio si fero amici.","Qui [con me] ci sono Illuminato da Rieti e Agostino d’Assisi, che furono tra i primi scalzi poverelli, che, cingendo il capestro , si fecero amici di Dio."
Paradiso,12,133,"Ugo da San Vittore è qui con elli, e Pietro Mangiadore e Pietro Spano, lo qual giù luce in dodici libelli;","Ugo da san Vittore è qui con loro, e Pietro Mangiatore e Pietro Ispano, che giù [sulla terra] risplende per i dodici libri [delle Summulae logicales];"
Paradiso,12,136,Natàn profeta e ‘l metropolitano Crisostomo e Anselmo e quel Donato ch’a la prim’arte degnò porre mano.,"il profeta Natan e il patriarca Giovanni Crisostomo e Anselmo d’Aosta e quel Donato, che si degnò di porre la mano alla prima arte"
Paradiso,12,139,"Rabano è qui, e lucemi dallato il calavrese abate Giovacchino, di spirito profetico dotato.","Rabano Mauro è qui, e risplende alla mia sinistra l’abate calabrese Gioacchino da Fiore, dotato di spirito profetico."
Paradiso,12,142,Ad inveggiar cotanto paladino mi mosse l’infiammata cortesia di fra Tommaso e ‘l discreto latino;,Ad esaltare un così grande paladino mi spinsero l’infiammata cortesia e l’assennato discorso di Tommaso d’Aquino.
Paradiso,12,145,e mosse meco questa compagnia”.,E con me spinsero questa compagnia ».
Paradiso,15,1,"Benigna volontade in che si liqua sempre l’amor che drittamente spira, come cupidità fa ne la iniqua,","La volontà di fare il bene, nella quale si risolve sempre l’amore [divino] che ispira sentimenti retti, come la cupidigia la fa diventare volontà di fare il male,"
Paradiso,15,4,"silenzio puose a quella dolce lira, e fece quietar le sante corde che la destra del cielo allenta e tira.","fece tacere quella dolce lira e fece fermare le sante corde, che la mano di Dio allenta e tende."
Paradiso,15,7,"Come saranno a’ giusti preghi sorde quelle sustanze che, per darmi voglia ch’io le pregassi, a tacer fur concorde?","Come potranno essere sorde alle giuste preghiere [dei vivi] quelle anime che, per invogliarmi ad esprimere i miei desideri, furono concordi a tacere?"
Paradiso,15,10,"Bene è che sanza termine si doglia chi, per amor di cosa che non duri etternalmente, quello amor si spoglia.","È giusto che soffra senza fine [nell’inferno] colui che, per amore di una cosa che non duri eternamente, si spoglia di quell’amore [divino]."
Paradiso,15,13,"Quale per li seren tranquilli e puri discorre ad ora ad or sùbito foco, movendo li occhi che stavan sicuri,","Come per i sereni tranquilli e puri guizza di tanto in tanto un fuoco improvviso, che fa muover gli occhi che guardavano sicuri,"
Paradiso,15,16,"e pare stella che tramuti loco, se non che da la parte ond’e’ s’accende nulla sen perde, ed esso dura poco:","e appare una stella che muti il suo posto, se non che dalla parte dove esso si accende non scompare alcuna stella, ed essa dura poco;"
Paradiso,15,19,tale dal corno che ‘n destro si stende a piè di quella croce corse un astro de la costellazion che lì resplende;,"così dal braccio, che si stende a destra, corse ai piedi di quella croce un astro della costellazione che lì risplende."
Paradiso,15,22,"né si partì la gemma dal suo nastro, ma per la lista radial trascorse, che parve foco dietro ad alabastro.","Né la gemma si staccò dal suo nastro , ma si mosse lungo i due bracci, [in modo] che parve [come] un fuoco dietro ad alabastro."
Paradiso,15,25,"Sì pia l’ombra d’Anchise si porse, se fede merta nostra maggior musa, quando in Eliso del figlio s’accorse.","Con lo stesso affetto l’ombra di Anchise si offrì [agli occhi di Enea], se merita fiducia la nostra maggior musa , quando essa nei Campi Elisi scorse il figlio."
Paradiso,15,28,"“O sanguis meus, o superinfusa gratia Dei, sicut tibi cui bis unquam celi ianua reclusa?”.","«O sangue mio, o sovrabbondante grazia di Dio infusa [in te], a chi come a te fu mai dischiusa due volte la porta del cielo?»"
Paradiso,15,31,"Così quel lume: ond’io m’attesi a lui; poscia rivolsi a la mia donna il viso, e quinci e quindi stupefatto fui;",Così disse quella luce. Perciò io la fissai attentamente. Poi rivolsi lo sguardo alla mia donna e rimasi stupefatto per le parole di quella luce e per il volto di lei:
Paradiso,15,34,"ché dentro a li occhi suoi ardeva un riso tal, ch’io pensai co’ miei toccar lo fondo de la mia gloria e del mio paradiso.","dentro ai suoi occhi ardeva un sorriso tale, che io pensai di toccare con i miei il culmine della mia gloria e del mio paradiso ."
Paradiso,15,37,"Indi, a udire e a veder giocondo, giunse lo spirto al suo principio cose, ch’io non lo ‘ntesi, sì parlò profondo;","Quindi lo spirito, piacevole da udire e da vedere, aggiunse alle prime parole cose, che io non compresi, tanto parlò profondamente."
Paradiso,15,40,"né per elezion mi si nascose, ma per necessità, ché ‘l suo concetto al segno d’i mortal si soprapuose.","Né si nascose a me per sua scelta, ma per necessità, perché il suo pensiero andò oltre il limite della comprensione umana."
Paradiso,15,43,"E quando l’arco de l’ardente affetto fu sì sfogato, che ‘l parlar discese inver’ lo segno del nostro intelletto,","E, quando l’ardore dell’affetto intensissimo si fu sfogato al punto che le sue parole discesero al livello del nostro intelletto,"
Paradiso,15,46,"la prima cosa che per me s’intese, “Benedetto sia tu”, fu, “trino e uno, che nel mio seme se’ tanto cortese!”.","la prima cosa che da me si comprese fu: «Benedetto sia tu, o [Dio] uno e trino, che sei tanto cortese verso la mia discendenza!»."
Paradiso,15,49,"E seguì: “Grato e lontano digiuno, tratto leggendo del magno volume du’ non si muta mai bianco né bruno,","E proseguì: «Un gradito e lungo desiderio [di vederti], sorto [in me] leggendo nel grande volume , dove non si muta mai né la pagina bianca né quella bruna ,"
Paradiso,15,52,"solvuto hai, figlio, dentro a questo lume in ch’io ti parlo, mercè di colei ch’a l’alto volo ti vestì le piume.","tu, o figlio, hai soddisfatto dentro questa luce, in cui ti parlo, grazie a colei che ti vestì le piume per questo gran volo."
Paradiso,15,55,"Tu credi che a me tuo pensier mei da quel ch’è primo, così come raia da l’un, se si conosce, il cinque e ‘l sei;","Tu credi che il tuo pensiero venga a me da colui che è primo , così come deriva dal [numero] uno il cinque ed il sei ."
Paradiso,15,58,"e però ch’io mi sia e perch’io paia più gaudioso a te, non mi domandi, che alcun altro in questa turba gaia.",Perciò non mi domandi chi io sia e perché io appaia verso di te più festoso di ogni altro spirito di questa gaia schiera.
Paradiso,15,61,"Tu credi ‘l vero; ché i minori e ‘ grandi di questa vita miran ne lo speglio in che, prima che pensi, il pensier pandi;","Tu credi il vero, perché i piccoli e i grandi di questa vita [beata] vedono nello specchio in cui manifesti il tuo pensiero prima di pensarlo."
Paradiso,15,64,"ma perché ‘l sacro amore in che io veglio con perpetua vista e che m’asseta di dolce disiar, s’adempia meglio,","Ma, affinché l’amore divino, nel quale io veglio con una visione perpetua e che mi fa provare la sete del dolce desiderio [di risponderti], si adempia meglio,"
Paradiso,15,67,"la voce tua sicura, balda e lieta suoni la volontà, suoni ‘l disio, a che la mia risposta è già decreta!”.","la tua voce sicura , coraggiosa e lieta esprima con le parole la tua volontà, esprima il tuo desiderio, ai quali la mia risposta è già pronta!»."
Paradiso,15,70,"Io mi volsi a Beatrice, e quella udio pria ch’io parlassi, e arrisemi un cenno che fece crescer l’ali al voler mio.","Io mi rivolsi a Beatrice, [per chiederle di parlare]; ella udì [la mia richiesta] prima che io parlassi, e mi sorrise un cenno di consenso, che fece crescere le ali al mio desiderio."
